video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level
Rn4GyIZjJU0,error,error,error,error,error,error
k8OPSFrHdXU,error,error,error,error,error,error
tpQ__hGrJ_U,error,error,error,error,error,error
f85sM5Xu8mA,error,error,error,error,error,error
ul3u8eSrg1Y,error,error,error,error,error,error
XozcWSEzQAs,travel,none,none,co_star,low,mild
Y6dOIgxb7pI,travel,none,none,co_star,low,mild
FvY6GfOo018,prank,none,none,co_star,low,mild
3ROp2bwqRc8,daily_vlog,none,brand_mention,co_star,low,mild
xgAWzhSSAY8,daily_vlog,none,none,co_star,low,mild
yXqaPsM-mlM,daily_vlog,none,none,co_star,low,mild
DuYLYn_0LHM,daily_vlog,none,none,co_star,low,mild
jk_q9_MAKbY,daily_vlog,none,none,co_star,low,mild
pGnJcB8FPZk,daily_vlog,none,none,co_star,low,mild
ZwrEG0Y0Uyc,daily_vlog,none,none,co_star,low,mild
R1HgTRlfG64,daily_vlog,none,none,unclear,low,mild
IsVQYuTDEfk,travel,none,none,unclear,low,mild
-4vln3dnKiA,travel,none,none,unclear,low,none
EpIcES7EjgI,daily_vlog,none,none,unclear,low,mild
KKVXmBJVHkA,travel,none,brand_mention,unclear,low,none
f2-RxPs8zx8,daily_vlog,none,none,unclear,low,none
FCFF2s1T3U4,travel,none,none,unclear,low,none
P6J2GrZQ5us,travel,none,none,unclear,low,none
BwYCIrGZFdg,daily_vlog,none,none,unclear,low,none
VCFH-bdD_WM,daily_vlog,none,none,unclear,low,none
QV3vztZnWNc,daily_vlog,none,none,co_star,low,mild
mM-nZ2C2zwk,daily_vlog,none,none,unclear,low,mild
luG3xJSokWo,daily_vlog,none,none,unclear,low,mild
hHYjjr0iZYA,daily_vlog,none,none,unclear,low,mild
2ScIx_lUjv8,daily_vlog,none,none,unclear,low,mild
AvwxL2wrXR0,daily_vlog,none,none,unclear,low,mild
m5ShfJq09Uw,daily_vlog,none,none,unclear,low,mild
-CUDv-fszc4,cooking,none,none,unclear,low,mild
GJBYJk4a5WI,daily_vlog,mild,none,protagonist,moderate,moderate
dKSLhf_ub1k,daily_vlog,none,none,unclear,low,mild
c5XM2hnlZY4,daily_vlog,mild,none,protagonist,moderate,mild
lMsSeEPZDwU,daily_vlog,mild,none,protagonist,moderate,mild
plXyPDSZD1w,daily_vlog,none,none,co_star,low,mild
mMG1PiEfutY,daily_vlog,none,none,co_star,low,mild
JimYkkJplMc,daily_vlog,none,none,co_star,low,mild
cQ_Nsr-fZ0A,daily_vlog,none,none,co_star,low,mild
TTVpc0Je8Fg,travel,mild,none,co_star,low,moderate
YIGKbeAxrA8,travel,none,none,co_star,low,mild
rVRl88Nx4oQ,travel,none,none,co_star,low,mild
xerWHANWPgk,travel,none,none,protagonist,moderate,mild
8ag99Ldvl08,daily_vlog,none,none,unclear,low,mild
N2phUO9Z6AE,storytime,mild,none,unclear,low,moderate
l0X2_wNOjVk,daily_vlog,none,none,unclear,low,mild
w4NevRKABlE,daily_vlog,none,none,unclear,low,mild
TV0URIL-5S8,daily_vlog,mild,none,unclear,low,mild
yzceZzeF-60,daily_vlog,mild,none,unclear,low,mild
P_fKev0vwh4,storytime,mild,none,co_star,moderate,moderate
lo-pjBcCPGg,daily_vlog,none,none,protagonist,low,mild
uvkVScRiK2k,daily_vlog,none,none,unclear,low,mild
KTvBA0xsZto,daily_vlog,none,none,unclear,low,mild
WSvf1thz-2A,daily_vlog,none,none,protagonist,low,mild
U8iCNQF3Pkg,daily_vlog,none,none,unclear,none,mild
jZMoveIbpRw,daily_vlog,none,none,cameo,low,mild
9ZtgxTIMvT4,daily_vlog,none,none,unclear,none,mild
-8pVpuaYv8c,cooking,none,none,protagonist,low,mild
zbKR8lyd8xQ,storytime,none,none,protagonist,low,mild
daek85DOKfg,storytime,moderate,none,unclear,low,moderate
Izx7dNJuLNk,daily_vlog,none,none,co_star,low,mild
Qb5mpMDM_iU,daily_vlog,none,none,co_star,low,mild
u3cVOaorBkU,daily_vlog,none,none,co_star,low,mild
SkAInXnZbWM,travel,none,none,co_star,low,mild
dJyIHzD2SwI,daily_vlog,none,none,co_star,low,mild
0tsN9-oyY-o,travel,none,none,co_star,low,mild
QAV2VaQT8O0,daily_vlog,none,none,protagonist,low,mild
iSWhQIEaYLA,daily_vlog,mild,none,co_star,low,moderate
KfxUSCsBiYU,daily_vlog,none,none,protagonist,low,mild
waAuSdx6BQQ,daily_vlog,none,none,co_star,low,mild
x5z1-559Xcs,daily_vlog,none,none,co_star,low,mild
iqvQhN8GDG4,daily_vlog,none,none,co_star,low,mild
zV68FTDp0xE,travel,none,none,co_star,low,mild
i-l_-ApINOc,storytime,mild,none,unclear,low,moderate
rq8QhO6SvWg,daily_vlog,none,none,unclear,none,none
cqFg9uyzCdI,travel,none,none,unclear,low,none
1SvjQzkEdjM,daily_vlog,mild,none,protagonist,low,moderate
nnKVVkFwgY8,daily_vlog,none,none,unclear,low,none
dXjVIEATKJI,storytime,mild,none,unclear,low,moderate
TSA1F7CQ3YI,daily_vlog,none,none,protagonist,low,none
F63PQe5dESM,storytime,mild,none,unclear,low,moderate
OCPnTxr7V_k,daily_vlog,none,none,unclear,low,none
_2KNfqRnrSg,storytime,mild,none,unclear,low,moderate
QTmAlECu5eU,daily_vlog,mild,none,protagonist,moderate,mild
liUHF6Xzlts,daily_vlog,none,none,co_star,low,none
eVvOHxtrFB0,daily_vlog,mild,none,unclear,low,moderate
Hd_HqzLAXkI,daily_vlog,mild,none,protagonist,low,mild
wrh_ZNJzopA,daily_vlog,mild,none,protagonist,low,mild
NRQdbffaAhE,unboxing,none,none,protagonist,low,mild
bHOaWVnUAq4,daily_vlog,none,none,unclear,low,mild
AJPs8F8hDwo,daily_vlog,mild,none,unclear,low,mild
_GYX51TaKHo,daily_vlog,mild,none,unclear,low,mild
IozTGRqX2R4,storytime,moderate,none,protagonist,high,moderate
Ts558Kw2MVo,travel,none,none,unclear,none,mild
V27h4Xlsx7k,travel,none,none,unclear,none,none
uwRKg73npAk,daily_vlog,mild,none,unclear,low,moderate
49r6a5QVDJk,unboxing,none,none,co_star,low,mild
lG88wkkQyx0,routine,none,none,protagonist,low,mild
CKBbp4o1F8Q,daily_vlog,none,none,protagonist,low,mild
3IblQOghBP4,daily_vlog,none,none,co_star,low,mild
r0u5mNmuvYk,storytime,mild,none,unclear,low,moderate
ryeaYBejSY4,unboxing,none,none,protagonist,low,mild
eP1OgYumpIo,daily_vlog,none,none,co_star,low,mild
8KWfTv2YOR8,error,error,error,error,error,error
4QywJLUTHfE,error,error,error,error,error,error
p6BbPqrTkrU,error,error,error,error,error,error
WCQVRO1sdrk,error,error,error,error,error,error
9jnNRi5y3Ns,error,error,error,error,error,error
s3-3mqD1rvc,error,error,error,error,error,error
xqZ9TZsUHMI,error,error,error,error,error,error
s_VPrAiD3A4,error,error,error,error,error,error
83y6_Hmqw9Q,error,error,error,error,error,error
VmJhQO3pwPI,error,error,error,error,error,error
4OzmOlGORJc,error,error,error,error,error,error
Pal3va_EhHQ,error,error,error,error,error,error
yLc79OiiFBA,error,error,error,error,error,error
kmjQ-dBReQs,error,error,error,error,error,error
QIgu1L1CkKg,error,error,error,error,error,error
dpwbevIkEMc,error,error,error,error,error,error
QKOl_6mSIDg,error,error,error,error,error,error
wlSXS6-VeJ4,error,error,error,error,error,error
BD1kkPzJLS4,error,error,error,error,error,error
WqXXCGTtNc8,error,error,error,error,error,error
QRxliWP1j3Q,error,error,error,error,error,error
Q7NR44EMIp8,error,error,error,error,error,error
aiqXCbLfFjs,error,error,error,error,error,error
wC43JyvFw84,error,error,error,error,error,error
L-hqixoLF9k,error,error,error,error,error,error
VaDIuhWUpkg,error,error,error,error,error,error
9JIhR3yk2eI,error,error,error,error,error,error
V_vP63B30ck,error,error,error,error,error,error
qdY_Au9bkHU,error,error,error,error,error,error
M9uCuXMUKgk,error,error,error,error,error,error
nlM64i8Q3Lc,error,error,error,error,error,error
qavz3ACrvko,error,error,error,error,error,error
08vKXDm8y0Q,error,error,error,error,error,error
EybWZ1M6sww,error,error,error,error,error,error
IvDf9Tam-uQ,error,error,error,error,error,error
l7GIfbovOM0,error,error,error,error,error,error
PQFZpjXSlrY,error,error,error,error,error,error
B_VfIGXA01c,error,error,error,error,error,error
KakGXYDL4Lw,error,error,error,error,error,error
SerUqITRJEg,error,error,error,error,error,error
0YUrQhIMXbk,error,error,error,error,error,error
nJrSPTK7NIc,error,error,error,error,error,error
LgHx-oIKogM,error,error,error,error,error,error
OO8tcRl8Lk8,error,error,error,error,error,error
YlQRazrMFTk,error,error,error,error,error,error
tEYzCQ4v0NA,error,error,error,error,error,error
AB7JdB7tOtE,error,error,error,error,error,error
rsMTVHDFWSg,error,error,error,error,error,error
TZXj3BuMz7g,error,error,error,error,error,error
oqCB6DA8LYU,error,error,error,error,error,error
U6hvqv8EL-8,error,error,error,error,error,error
x6Gk5ewROos,error,error,error,error,error,error
OFly05GFL7U,error,error,error,error,error,error
MlIpKKRm-Ww,error,error,error,error,error,error
M-FbknHknTk,error,error,error,error,error,error
QkCRtAcNxHU,error,error,error,error,error,error
0tlrcnfwZvk,error,error,error,error,error,error
tUum82jbL54,error,error,error,error,error,error
DSqAD48z07w,error,error,error,error,error,error
Ck2BFJAsxAc,error,error,error,error,error,error
mMK6iShTEtQ,error,error,error,error,error,error
Lftrww6vPLQ,error,error,error,error,error,error
Ro852feF6dA,error,error,error,error,error,error
q6ddqPeInKE,error,error,error,error,error,error
ynyzDbS6olo,error,error,error,error,error,error
-pRpTOE5rFA,error,error,error,error,error,error
r2acAlc5Pjk,error,error,error,error,error,error
5PPqVPoydyk,error,error,error,error,error,error
bMlakEET9z4,error,error,error,error,error,error
rApZYGAs-C4,error,error,error,error,error,error
ShQe79FlaeM,error,error,error,error,error,error
_Jh-609MNVg,error,error,error,error,error,error
6_1hBKDC1q0,error,error,error,error,error,error
5QBlQl0tCbg,error,error,error,error,error,error
m6qBBJl72bA,error,error,error,error,error,error
kcHDTz2xWOc,error,error,error,error,error,error
r-RGdljYuoA,error,error,error,error,error,error
cWexjaS2T-g,error,error,error,error,error,error
9XBGD2s6HrI,error,error,error,error,error,error
BSeRG2IU-Ec,error,error,error,error,error,error
ECLipf-vCJY,error,error,error,error,error,error
0sjJsATjPt8,error,error,error,error,error,error
P4hD0K_1GCg,error,error,error,error,error,error
M_w4vUuKdWA,error,error,error,error,error,error
sQ4B1GuGFao,error,error,error,error,error,error
Ku41mVOTn84,error,error,error,error,error,error
6j8gMyUv9H4,error,error,error,error,error,error
p0vGaKJ1l_c,error,error,error,error,error,error
CbjOJgJiE00,error,error,error,error,error,error
CSCVcup9sBk,error,error,error,error,error,error
xmntmXl-LlM,error,error,error,error,error,error
qNW-mu3keiw,error,error,error,error,error,error
brCMocSuYAM,error,error,error,error,error,error
qtnorqXN91I,error,error,error,error,error,error
3TrFvaM4S4M,error,error,error,error,error,error
5IHbhfpDoLM,error,error,error,error,error,error
sWvS46ySOAA,error,error,error,error,error,error
UPb4NkjEMvM,error,error,error,error,error,error
WSvCQkDxgqU,error,error,error,error,error,error
OTT4VvI2SO0,error,error,error,error,error,error
dwO_ay7MDk0,error,error,error,error,error,error
LreVbd-5k-A,error,error,error,error,error,error
z4WadWGofN8,error,error,error,error,error,error
zHESMMsHxyY,error,error,error,error,error,error
6kOKqhUsBpM,error,error,error,error,error,error
hffWMj_FuH4,error,error,error,error,error,error
uQF5kEDwdiE,error,error,error,error,error,error
GF3oZC7UANI,error,error,error,error,error,error
VLttnEsLbrk,error,error,error,error,error,error
vUpfR55oY4s,error,error,error,error,error,error
u0DnwD6DPm4,error,error,error,error,error,error
iKTpRtbqqow,error,error,error,error,error,error
fjFTSJnH9r8,error,error,error,error,error,error
kMvAspvMKhk,error,error,error,error,error,error
tXe_d6jXiAU,error,error,error,error,error,error
9LgAb861btA,error,error,error,error,error,error
oAMLSOqpvOg,error,error,error,error,error,error
0i2DyA6cLUo,error,error,error,error,error,error
3X6-cLgZ0W4,error,error,error,error,error,error
_Vy_-1l2cpo,error,error,error,error,error,error
4iu35GGT7MU,error,error,error,error,error,error
_zEIpOcIpcM,error,error,error,error,error,error
zf3C0CKWOWo,error,error,error,error,error,error
JJLGq6NaDxg,error,error,error,error,error,error
48K8gvJyYnQ,error,error,error,error,error,error
zglDKX7K4ME,error,error,error,error,error,error
4FXMerxFztg,error,error,error,error,error,error
UglAkQF9kPQ,error,error,error,error,error,error
je-CIpPoQ6A,error,error,error,error,error,error
rzJxG5tlABs,error,error,error,error,error,error
gvZT5M90fL8,error,error,error,error,error,error
Q1yIBia-4Ho,error,error,error,error,error,error
gtmpDph-ti4,error,error,error,error,error,error
sGPMP6ji-Bs,error,error,error,error,error,error
5R73bzlX1NE,error,error,error,error,error,error
PzWEKJFaYQs,error,error,error,error,error,error
PbguDi_YDRA,error,error,error,error,error,error
jYOJ04eFir8,error,error,error,error,error,error
Oo2bjSNsz78,error,error,error,error,error,error
Ik-hQabTQSI,error,error,error,error,error,error
ykT-XRfKVS4,error,error,error,error,error,error
XnK-LphCYLI,error,error,error,error,error,error
Jelp6rMB_Ao,error,error,error,error,error,error
ePfCfCN0wzQ,error,error,error,error,error,error
BL_hao18bHE,error,error,error,error,error,error
AEUd5RqNisk,error,error,error,error,error,error
A4ErcfsG6LI,error,error,error,error,error,error
yU4vCH47Jtg,error,error,error,error,error,error
bDydBb82px8,error,error,error,error,error,error
-vY9PyDAJmU,error,error,error,error,error,error
rbwsBt0nMnI,error,error,error,error,error,error
OjSIkPjs5rg,error,error,error,error,error,error
0oPLf0PClh8,error,error,error,error,error,error
pI6C7JR7dJI,error,error,error,error,error,error
f2BgfQ0uChY,error,error,error,error,error,error
SxuBhvuUP7c,error,error,error,error,error,error
ZtZ5pfgH_0Q,error,error,error,error,error,error
fge6tZFFcKM,error,error,error,error,error,error
lFdMH5gzWrA,error,error,error,error,error,error
33WxZBlovE4,error,error,error,error,error,error
uJphGla3Wt0,error,error,error,error,error,error
5t7_xXxgddU,error,error,error,error,error,error
wt4yVv42w18,error,error,error,error,error,error
kMwEbhXYRFo,error,error,error,error,error,error
wX00bmQr_9E,error,error,error,error,error,error
_tdQi3jv1V0,error,error,error,error,error,error
XCVbr1huQew,error,error,error,error,error,error
p0zYFEgvBSw,error,error,error,error,error,error
NcgS3zxggjE,error,error,error,error,error,error
c8Donpnh-uw,error,error,error,error,error,error
mZrIxXNlK9M,error,error,error,error,error,error
w_GlkfcueLo,error,error,error,error,error,error
s6M8djQxOEY,error,error,error,error,error,error
BFSIYWxHyH0,error,error,error,error,error,error
RLW8f9LP_3A,error,error,error,error,error,error
_ziEjW0UjSQ,error,error,error,error,error,error
XREBQImHBTo,error,error,error,error,error,error
40UpIkhBgRw,error,error,error,error,error,error
eAndKm_WqRo,error,error,error,error,error,error
lDGL4oso_Hg,error,error,error,error,error,error
hy0E2cMFqds,error,error,error,error,error,error
g7Pm76EdkX4,error,error,error,error,error,error
vmaBhYPhjuQ,error,error,error,error,error,error
WnuDpPFWqC8,error,error,error,error,error,error
UnWILV1RqMc,error,error,error,error,error,error
gVSgNmYvlsY,error,error,error,error,error,error
hhfc4HD9wn0,error,error,error,error,error,error
2l-_5DdQUyA,error,error,error,error,error,error
Trrh05guYd4,error,error,error,error,error,error
JSdHBSmnQS4,error,error,error,error,error,error
IaKHB73TwiE,error,error,error,error,error,error
WQIgktzb5jQ,error,error,error,error,error,error
ihg_z5acEzU,error,error,error,error,error,error
18QUsjwIMgE,error,error,error,error,error,error
aHtUfJv8iuk,error,error,error,error,error,error
us0-pLh5veg,error,error,error,error,error,error
8XQL62xYUtM,error,error,error,error,error,error
Bga1n-rjPNE,error,error,error,error,error,error
YBybS8ZPD3g,error,error,error,error,error,error
H_v2xmBccJc,error,error,error,error,error,error
UVD8H3Rpzgo,daily_vlog,mild,none,protagonist,low,mild
1ZekKLQxgXw,other,mild,none,unclear,low,moderate
pAUcuG7tDFs,other,none,none,unclear,none,mild
UeYrsv4llgI,daily_vlog,none,none,unclear,low,moderate
47EepDenOy8,daily_vlog,moderate,none,unclear,low,moderate
zRUauAE93Ow,travel,none,none,unclear,low,moderate
bSvmew1KkP0,storytime,moderate,none,unclear,low,moderate
ssMQI_b8fbA,other,none,none,unclear,low,mild
dGuM4QG_Ua8,cooking,none,none,unclear,none,none
5wt42SpohOA,routine,none,none,unclear,low,none
JFGVzuHxYbY,unboxing,mild,none,unclear,none,moderate
XFM-cMw1y0M,other,none,none,unclear,none,mild
djNo_lGshBY,storytime,moderate,none,unclear,none,moderate
Hn7uYotDJ3U,storytime,moderate,none,unclear,none,moderate
YVQeGahrQoc,daily_vlog,none,none,unclear,none,mild
1QpHy9PsjSg,cooking,mild,none,unclear,none,moderate
1rciFJR7YvE,unboxing,none,none,unclear,none,mild
rZIeFwYV2Fs,daily_vlog,none,none,protagonist,low,mild
naWGtbbJcok,daily_vlog,none,none,unclear,none,mild
6VTrKIAI8NE,daily_vlog,none,none,unclear,none,mild
Fn6RXEskNDE,cooking,none,none,unclear,none,none
0z0ligNgHFY,cooking,none,none,unclear,none,none
URbxdHaXoIE,cooking,none,none,unclear,none,none
8rATGxbdads,daily_vlog,none,none,unclear,none,none
PxjsuRlTemo,cooking,none,none,unclear,none,none
hyTSdxlMpso,cooking,none,none,unclear,none,none
skl7KgLcHsw,cooking,none,none,unclear,none,none
pqd5dweB_Uk,cooking,none,none,unclear,none,none
OqgHRZiOUes,cooking,none,none,unclear,none,none
UBMCyEoO07M,cooking,none,none,unclear,none,none
Mh3BjL7yxgw,cooking,none,none,unclear,none,none
93xAI0J09hE,reaction,none,none,unclear,none,mild
rfRacjNhpGQ,cooking,none,none,unclear,none,none
BwU6JM6N4cI,other,none,none,unclear,none,none
CAVlEk5nidU,cooking,none,none,unclear,none,none
GKtkKuI75ms,reaction,none,none,unclear,none,mild
sqy7VfMookU,cooking,none,none,unclear,none,none
exipwvUSUgU,cooking,none,none,unclear,none,none
XoV8F23Hpl0,cooking,none,none,unclear,none,none
FffOU8luxTc,cooking,none,none,unclear,none,none
Sc1sRlEbGbo,daily_vlog,none,none,unclear,none,mild
zKcoTxngOlk,cooking,none,none,unclear,none,mild
ZRC9zZCpPQQ,daily_vlog,none,none,unclear,none,mild
gK6P1yIyrkw,cooking,none,none,unclear,none,mild
tQnqy85ctJw,daily_vlog,none,none,unclear,none,mild
Y_vvnw9ijtY,daily_vlog,none,none,unclear,none,mild
3zzDotD9cFM,daily_vlog,none,none,unclear,none,mild
Z22ilcHhbSc,daily_vlog,none,none,unclear,none,mild
WTJ0O5cnM-8,daily_vlog,none,none,unclear,none,none
bPC9OtFFZCU,travel,none,none,unclear,none,none
KRfR-GLLH8A,travel,none,none,unclear,none,mild
Q-PSfqI4hlM,cooking,none,none,unclear,none,mild
A_wQAsrCTKA,cooking,none,none,unclear,none,mild
TzOokw0aFYM,cooking,none,none,unclear,none,mild
N6L5rHqh8So,cooking,none,none,unclear,none,mild
mKo4k-fYxf4,cooking,none,none,unclear,none,mild
rBZA6aaZoS4,cooking,none,none,unclear,none,mild
TQAXM8gp_A8,cooking,none,none,unclear,none,mild
zTuDrSB65bs,travel,none,none,unclear,none,mild
Bt8syCzjIXQ,travel,none,none,unclear,none,mild
5oLQSL3Hqic,cooking,none,none,unclear,none,none
_qulJ2sRCf8,cooking,none,none,unclear,none,mild
RTn9JUNe7pE,cooking,none,none,unclear,none,none
snSrHl-bems,daily_vlog,none,none,unclear,none,none
Cm3vGrBBVwM,cooking,none,none,unclear,none,none
AnaEs6yYQWw,daily_vlog,none,none,unclear,none,none
mWBBFfZxh00,travel,none,none,unclear,none,none
82GMcEE5wso,daily_vlog,none,none,unclear,none,none
rw515_HUKbM,daily_vlog,none,none,unclear,none,none
nZsECQMz6y0,cooking,none,none,unclear,none,none
sKtdyIo9w4w,daily_vlog,none,none,cameo,low,mild
7sVhHH-Hjjw,daily_vlog,none,none,cameo,low,mild
0yoE0P8-Sas,daily_vlog,none,none,cameo,low,mild
HGCNVUcK-do,daily_vlog,none,none,cameo,low,mild
3u7tPVU8uIc,daily_vlog,none,none,cameo,low,mild
AHVY_H6mSls,daily_vlog,none,none,cameo,low,mild
c6eQIOvJMO4,daily_vlog,none,none,cameo,low,mild
rZYf_ihopvs,travel,none,none,cameo,low,mild
bLwG_tI6X7I,daily_vlog,none,none,cameo,low,mild
ZLRJoP3DdAk,daily_vlog,none,none,cameo,low,mild
NUE4dC5IQVk,daily_vlog,none,none,unclear,none,mild
5QXYNEs1_PU,daily_vlog,none,none,unclear,none,mild
wGN-P9lngPs,daily_vlog,none,none,unclear,none,mild
YSEqoPPqpUA,daily_vlog,none,none,unclear,none,mild
_-RA0n28Cs8,daily_vlog,none,none,unclear,none,mild
Ic2_-Keym4E,daily_vlog,none,none,unclear,none,mild
0d4iQjusCNQ,daily_vlog,none,none,unclear,none,mild
AAAzpaYuf4Q,travel,mild,none,unclear,none,moderate
U_51FsYkF6A,travel,none,none,unclear,none,mild
X29TYRB4KE4,travel,none,none,unclear,none,mild
n9gObnhezlQ,travel,none,none,co_star,low,mild
S1QKQJxkUeo,travel,none,none,co_star,low,mild
UjYusnJ1m4c,travel,none,none,co_star,low,mild
dBpAwbGjAdU,daily_vlog,none,none,co_star,low,none
g0odE02-2a0,routine,none,brand_mention,cameo,low,mild
MhP1hL3qZLA,cooking,none,none,unclear,none,mild
dmGyN3W7Xys,daily_vlog,none,none,co_star,low,none
inQ2IgdyoO8,daily_vlog,none,none,co_star,low,none
6Odte9XMR_Y,daily_vlog,none,none,co_star,low,mild
HjwpFKS9YfQ,daily_vlog,none,none,co_star,low,mild
F4Hw-142yjM,daily_vlog,none,brand_mention,unclear,low,mild
4dSLX71UPro,daily_vlog,mild,none,unclear,low,moderate
eEvTydW0sTA,daily_vlog,mild,none,unclear,low,mild
FAgVzNJH1TY,routine,none,none,unclear,low,mild
ozHAmNTZL_s,challenge,none,none,unclear,low,mild
Ed6XJfRnzjo,other,none,affiliate,unclear,none,mild
TPYy0LGMSkk,daily_vlog,none,likely_sponsored,unclear,low,mild
hHAfJyl49tg,daily_vlog,none,none,unclear,moderate,mild
-6T4DlnPuV4,storytime,mild,none,unclear,low,moderate
6fpr_hiC2Yk,storytime,moderate,none,unclear,moderate,moderate
c6EAOl-lb5A,prank,moderate,none,unclear,moderate,moderate
WtugtBO3Lqs,prank,moderate,none,unclear,moderate,moderate
Kx4dEkCmGfg,prank,moderate,none,unclear,moderate,moderate
DvKKIyK27oY,storytime,mild,none,unclear,moderate,moderate
